region,measure,value
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForAssessmentOver90days,5.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment,130.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment0to2weeks,85.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment0to4weeks,115.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment0to6weeks,125.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment0to12weeks,130.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment0to18weeks,130.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForAssessment,40.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment,60.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment0to2weeks,15.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment0to4weeks,25.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment0to6weeks,30.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment0to12weeks,40.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatment0to18weeks,45.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatmentOver18weeks,15.0
NHS BIRMINGHAM AND SOLIHULL ICB - 15E,Count_WaitingForTreatmentOver90days,15.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForAssessment,5.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForTreatment,5.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForAssessment,2895.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForAssessmentOver90days,415.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForTreatment,2835.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForTreatment0to2weeks,845.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForTreatment0to4weeks,1365.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForTreatment0to6weeks,1830.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForTreatment0to12weeks,2465.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForTreatment0to18weeks,2585.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForTreatmentOver18weeks,250.0
NHS WEST YORKSHIRE ICB - 15F,Count_WaitingForTreatmentOver90days,360.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForAssessment,5.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment,5.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to6weeks,5.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to12weeks,5.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to18weeks,5.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForAssessment,2650.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForAssessmentOver90days,25.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment,2630.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to2weeks,1280.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to4weeks,2165.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to6weeks,2505.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to12weeks,2620.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to18weeks,2625.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatmentOver90days,10.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForAssessment,75.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment,75.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to2weeks,50.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to4weeks,70.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to6weeks,70.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to12weeks,75.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to18weeks,75.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForAssessment,5.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment,5.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to12weeks,5.0
NHS DERBY AND DERBYSHIRE ICB - 15M,Count_WaitingForTreatment0to18weeks,5.0
NHS DEVON ICB - 15N,Count_WaitingForAssessment,5.0
NHS DEVON ICB - 15N,Count_WaitingForAssessmentOver90days,5.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment,5.0
NHS DEVON ICB - 15N,Count_WaitingForTreatmentOver18weeks,5.0
NHS DEVON ICB - 15N,Count_WaitingForTreatmentOver90days,5.0
NHS DEVON ICB - 15N,Count_WaitingForAssessment,1065.0
NHS DEVON ICB - 15N,Count_WaitingForAssessmentOver90days,50.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment,1035.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to2weeks,335.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to4weeks,615.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to6weeks,845.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to12weeks,1005.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to18weeks,1025.0
NHS DEVON ICB - 15N,Count_WaitingForTreatmentOver18weeks,10.0
NHS DEVON ICB - 15N,Count_WaitingForTreatmentOver90days,25.0
NHS DEVON ICB - 15N,Count_WaitingForAssessment,5.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment,5.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to4weeks,5.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to6weeks,5.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to12weeks,5.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to18weeks,5.0
NHS DEVON ICB - 15N,Count_WaitingForAssessment,2955.0
NHS DEVON ICB - 15N,Count_WaitingForAssessmentOver90days,125.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment,2850.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to2weeks,1090.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to4weeks,2015.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to6weeks,2425.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to12weeks,2790.0
NHS DEVON ICB - 15N,Count_WaitingForTreatment0to18weeks,2825.0
NHS DEVON ICB - 15N,Count_WaitingForTreatmentOver18weeks,25.0
NHS DEVON ICB - 15N,Count_WaitingForTreatmentOver90days,60.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForAssessment,1110.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForAssessmentOver90days,15.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment,1110.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment0to2weeks,575.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment0to4weeks,890.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment0to6weeks,1050.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment0to12weeks,1100.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment0to18weeks,1100.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatmentOver18weeks,10.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatmentOver90days,10.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForAssessment,185.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForAssessmentOver90days,5.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment,180.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment0to2weeks,125.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment0to4weeks,175.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment0to6weeks,175.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment0to12weeks,175.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,Count_WaitingForTreatment0to18weeks,175.0
NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,Count_WaitingForAssessment,1690.0
NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,Count_WaitingForAssessmentOver90days,85.0
NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,Count_WaitingForTreatment,1690.0
NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,Count_WaitingForTreatment0to2weeks,790.0
NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,Count_WaitingForTreatment0to4weeks,1235.0
NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,Count_WaitingForTreatment0to6weeks,1420.0
NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,Count_WaitingForTreatment0to12weeks,1605.0
NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,Count_WaitingForTreatment0to18weeks,1665.0
NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,Count_WaitingForTreatmentOver18weeks,25.0
NHS HEREFORDSHIRE AND WORCESTERSHIRE ICB - 18C,Count_WaitingForTreatmentOver90days,75.0
NHS NORFOLK AND WAVENEY ICB - 26A,Count_WaitingForAssessment,2870.0
NHS NORFOLK AND WAVENEY ICB - 26A,Count_WaitingForAssessmentOver90days,25.0
NHS NORFOLK AND WAVENEY ICB - 26A,Count_WaitingForTreatment,2940.0
NHS NORFOLK AND WAVENEY ICB - 26A,Count_WaitingForTreatment0to2weeks,1345.0
NHS NORFOLK AND WAVENEY ICB - 26A,Count_WaitingForTreatment0to4weeks,2280.0
NHS NORFOLK AND WAVENEY ICB - 26A,Count_WaitingForTreatment0to6weeks,2760.0
NHS NORFOLK AND WAVENEY ICB - 26A,Count_WaitingForTreatment0to12weeks,2930.0
NHS NORFOLK AND WAVENEY ICB - 26A,Count_WaitingForTreatment0to18weeks,2935.0
NHS NORFOLK AND WAVENEY ICB - 26A,Count_WaitingForTreatmentOver18weeks,5.0
NHS NORFOLK AND WAVENEY ICB - 26A,Count_WaitingForTreatmentOver90days,10.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForAssessment,10.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForAssessmentOver90days,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment,10.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatmentOver18weeks,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatmentOver90days,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForAssessment,460.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForAssessmentOver90days,10.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment,450.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to2weeks,195.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to4weeks,320.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to6weeks,420.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to12weeks,445.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to18weeks,445.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatmentOver90days,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForAssessment,205.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForAssessmentOver90days,20.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment,200.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to2weeks,170.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to4weeks,180.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to6weeks,185.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to12weeks,185.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to18weeks,185.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatmentOver18weeks,15.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatmentOver90days,15.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForAssessment,690.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForAssessmentOver90days,15.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment,675.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to2weeks,400.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to4weeks,620.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to6weeks,650.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to12weeks,660.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatment0to18weeks,660.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatmentOver18weeks,15.0
NHS CHESHIRE AND MERSEYSIDE ICB - 27D,Count_WaitingForTreatmentOver90days,15.0
NHS WEST YORKSHIRE ICB - 36J,Count_WaitingForAssessment,1395.0
NHS WEST YORKSHIRE ICB - 36J,Count_WaitingForAssessmentOver90days,20.0
NHS WEST YORKSHIRE ICB - 36J,Count_WaitingForTreatment,1350.0
NHS WEST YORKSHIRE ICB - 36J,Count_WaitingForTreatment0to2weeks,705.0
NHS WEST YORKSHIRE ICB - 36J,Count_WaitingForTreatment0to4weeks,1180.0
NHS WEST YORKSHIRE ICB - 36J,Count_WaitingForTreatment0to6weeks,1305.0
NHS WEST YORKSHIRE ICB - 36J,Count_WaitingForTreatment0to12weeks,1340.0
NHS WEST YORKSHIRE ICB - 36J,Count_WaitingForTreatment0to18weeks,1345.0
NHS WEST YORKSHIRE ICB - 36J,Count_WaitingForTreatmentOver90days,5.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessment,390.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessmentOver90days,15.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment,390.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to2weeks,170.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to4weeks,270.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to6weeks,335.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to12weeks,375.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to18weeks,380.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatmentOver18weeks,10.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatmentOver90days,10.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessment,5.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment,5.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to12weeks,5.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to18weeks,5.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessment,15.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment,15.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to2weeks,5.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to4weeks,15.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to6weeks,15.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to12weeks,15.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to18weeks,15.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessment,970.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessmentOver90days,5.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment,980.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to2weeks,370.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to4weeks,605.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to6weeks,835.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to12weeks,970.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to18weeks,975.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatmentOver90days,10.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessment,95.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessmentOver90days,10.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment,80.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to2weeks,70.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to4weeks,80.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to6weeks,80.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to12weeks,80.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to18weeks,80.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessment,350.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessmentOver90days,25.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment,355.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to2weeks,170.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to4weeks,265.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to6weeks,290.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to12weeks,330.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to18weeks,335.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatmentOver18weeks,20.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatmentOver90days,25.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessment,315.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessmentOver90days,5.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment,310.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to2weeks,170.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to4weeks,275.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to6weeks,300.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to12weeks,310.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to18weeks,310.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessment,5.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment,5.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessment,985.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment,990.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to2weeks,470.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to4weeks,795.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to6weeks,930.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to12weeks,990.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to18weeks,990.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForAssessment,15.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment,10.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to4weeks,5.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to6weeks,10.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to12weeks,10.0
NHS SOUTH WEST LONDON ICB - 36L,Count_WaitingForTreatment0to18weeks,10.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForAssessment,185.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForAssessmentOver90days,5.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment,175.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment0to2weeks,90.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment0to4weeks,165.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment0to6weeks,175.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment0to12weeks,175.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment0to18weeks,175.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForAssessment,1125.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForAssessmentOver90days,15.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment,1110.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment0to2weeks,355.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment0to4weeks,670.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment0to6weeks,930.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment0to12weeks,1100.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatment0to18weeks,1105.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 42D,Count_WaitingForTreatmentOver90days,5.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,Count_WaitingForAssessment,5.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,Count_WaitingForTreatment,5.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,Count_WaitingForTreatment0to18weeks,5.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,Count_WaitingForAssessment,2870.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,Count_WaitingForAssessmentOver90days,20.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,Count_WaitingForTreatment,2840.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,Count_WaitingForTreatment0to2weeks,1345.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,Count_WaitingForTreatment0to4weeks,2240.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,Count_WaitingForTreatment0to6weeks,2675.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,Count_WaitingForTreatment0to12weeks,2840.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 52R,Count_WaitingForTreatment0to18weeks,2840.0
NHS SUSSEX ICB - 70F,Count_WaitingForAssessment,5.0
NHS SUSSEX ICB - 70F,Count_WaitingForAssessmentOver90days,5.0
NHS SUSSEX ICB - 70F,Count_WaitingForAssessment,1655.0
NHS SUSSEX ICB - 70F,Count_WaitingForAssessmentOver90days,25.0
NHS SUSSEX ICB - 70F,Count_WaitingForTreatment,1660.0
NHS SUSSEX ICB - 70F,Count_WaitingForTreatment0to2weeks,880.0
NHS SUSSEX ICB - 70F,Count_WaitingForTreatment0to4weeks,1415.0
NHS SUSSEX ICB - 70F,Count_WaitingForTreatment0to6weeks,1570.0
NHS SUSSEX ICB - 70F,Count_WaitingForTreatment0to12weeks,1650.0
NHS SUSSEX ICB - 70F,Count_WaitingForTreatment0to18weeks,1655.0
NHS SUSSEX ICB - 70F,Count_WaitingForTreatmentOver90days,5.0
NHS SUSSEX ICB - 70F,Count_WaitingForAssessment,10.0
NHS SUSSEX ICB - 70F,Count_WaitingForTreatment,10.0
NHS SUSSEX ICB - 70F,Count_WaitingForTreatment0to6weeks,10.0
NHS SUSSEX ICB - 70F,Count_WaitingForTreatment0to12weeks,10.0
NHS SUSSEX ICB - 70F,Count_WaitingForTreatment0to18weeks,10.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForAssessment,980.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForAssessmentOver90days,15.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment,960.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment0to2weeks,690.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment0to4weeks,930.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment0to6weeks,950.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment0to12weeks,955.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment0to18weeks,960.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForAssessment,5.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment,5.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment0to2weeks,5.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment0to4weeks,5.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment0to6weeks,5.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment0to12weeks,5.0
NHS LINCOLNSHIRE ICB - 71E,Count_WaitingForTreatment0to18weeks,5.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessment,5.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessment,410.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForAssessmentOver90days,10.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment,410.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to2weeks,185.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to4weeks,315.0
NHS SOUTH EAST LONDON ICB - 72Q,Count_WaitingForTreatment0to6weeks,380.0
